,plsaContext
741,LeftTroll|On or After June 9|neutral
742,LeftTroll|On or After June 9|neutral
743,LeftTroll|On or After June 9|neutral
744,LeftTroll|On or After June 9|neutral
745,LeftTroll|On or After June 9|negative
746,LeftTroll|On or After June 9|neutral
747,LeftTroll|On or After June 9|neutral
748,LeftTroll|On or After June 9|neutral
749,LeftTroll|On or After June 9|negative
750,LeftTroll|On or After June 9|positive
751,LeftTroll|On or After June 9|positive
752,LeftTroll|On or After June 9|neutral
753,LeftTroll|On or After June 9|neutral
754,LeftTroll|On or After June 9|positive
755,LeftTroll|On or After June 9|negative
756,LeftTroll|On or After June 9|positive
757,LeftTroll|On or After June 9|neutral
758,LeftTroll|On or After June 9|neutral
759,LeftTroll|On or After June 9|neutral
760,LeftTroll|On or After June 9|neutral
761,LeftTroll|On or After June 9|negative
762,LeftTroll|On or After June 9|neutral
763,LeftTroll|On or After June 9|negative
764,LeftTroll|On or After June 9|neutral
765,LeftTroll|On or After June 9|neutral
766,LeftTroll|On or After June 9|positive
767,LeftTroll|On or After June 9|neutral
768,LeftTroll|On or After June 9|negative
769,LeftTroll|On or After June 9|positive
770,LeftTroll|On or After June 9|positive
771,LeftTroll|On or After June 9|positive
772,LeftTroll|On or After June 9|neutral
773,LeftTroll|On or After June 9|positive
774,LeftTroll|On or After June 9|positive
775,LeftTroll|On or After June 9|negative
776,LeftTroll|On or After June 9|neutral
777,LeftTroll|On or After June 9|positive
778,LeftTroll|On or After June 9|neutral
779,LeftTroll|On or After June 9|positive
780,LeftTroll|On or After June 9|negative
781,LeftTroll|On or After June 9|neutral
782,LeftTroll|On or After June 9|negative
783,LeftTroll|On or After June 9|neutral
784,LeftTroll|On or After June 9|negative
785,LeftTroll|On or After June 9|neutral
786,LeftTroll|On or After June 9|neutral
787,LeftTroll|On or After June 9|negative
788,LeftTroll|On or After June 9|positive
789,LeftTroll|On or After June 9|neutral
790,LeftTroll|On or After June 9|neutral
791,LeftTroll|On or After June 9|neutral
792,LeftTroll|Before June 9|negative
793,LeftTroll|Before June 9|negative
794,LeftTroll|Before June 9|neutral
795,LeftTroll|Before June 9|positive
796,LeftTroll|Before June 9|positive
797,LeftTroll|Before June 9|neutral
798,LeftTroll|Before June 9|positive
799,LeftTroll|Before June 9|positive
800,LeftTroll|Before June 9|neutral
801,LeftTroll|Before June 9|positive
802,LeftTroll|Before June 9|positive
803,LeftTroll|Before June 9|neutral
804,LeftTroll|Before June 9|positive
805,LeftTroll|Before June 9|positive
806,LeftTroll|Before June 9|neutral
807,LeftTroll|Before June 9|neutral
808,LeftTroll|Before June 9|neutral
809,LeftTroll|Before June 9|positive
810,LeftTroll|Before June 9|neutral
811,LeftTroll|Before June 9|neutral
812,LeftTroll|Before June 9|negative
813,LeftTroll|Before June 9|neutral
814,LeftTroll|Before June 9|neutral
815,LeftTroll|Before June 9|negative
816,LeftTroll|Before June 9|positive
817,LeftTroll|On or After June 9|positive
818,LeftTroll|On or After June 9|neutral
819,LeftTroll|On or After June 9|neutral
820,LeftTroll|On or After June 9|neutral
821,LeftTroll|On or After June 9|neutral
822,LeftTroll|On or After June 9|neutral
823,LeftTroll|On or After June 9|neutral
824,LeftTroll|On or After June 9|positive
825,LeftTroll|On or After June 9|positive
826,LeftTroll|On or After June 9|neutral
827,LeftTroll|On or After June 9|neutral
828,LeftTroll|On or After June 9|negative
829,LeftTroll|On or After June 9|negative
830,LeftTroll|On or After June 9|neutral
831,LeftTroll|On or After June 9|neutral
832,LeftTroll|On or After June 9|negative
833,LeftTroll|On or After June 9|positive
834,LeftTroll|On or After June 9|neutral
835,LeftTroll|On or After June 9|negative
836,LeftTroll|On or After June 9|negative
837,LeftTroll|On or After June 9|negative
838,LeftTroll|On or After June 9|neutral
839,LeftTroll|On or After June 9|positive
840,LeftTroll|On or After June 9|negative
841,LeftTroll|On or After June 9|negative
842,LeftTroll|On or After June 9|negative
843,LeftTroll|On or After June 9|positive
844,LeftTroll|On or After June 9|negative
845,LeftTroll|On or After June 9|negative
846,LeftTroll|On or After June 9|positive
847,LeftTroll|On or After June 9|positive
848,LeftTroll|On or After June 9|neutral
849,LeftTroll|Before June 9|positive
850,LeftTroll|Before June 9|negative
851,LeftTroll|Before June 9|negative
852,LeftTroll|Before June 9|positive
853,LeftTroll|Before June 9|neutral
854,LeftTroll|Before June 9|positive
855,LeftTroll|Before June 9|neutral
856,LeftTroll|Before June 9|neutral
857,LeftTroll|Before June 9|positive
858,LeftTroll|Before June 9|neutral
859,LeftTroll|Before June 9|negative
860,LeftTroll|Before June 9|neutral
861,LeftTroll|Before June 9|neutral
862,LeftTroll|Before June 9|negative
863,LeftTroll|Before June 9|negative
864,LeftTroll|Before June 9|positive
865,LeftTroll|Before June 9|positive
866,LeftTroll|Before June 9|negative
867,LeftTroll|Before June 9|neutral
868,LeftTroll|Before June 9|neutral
869,LeftTroll|Before June 9|positive
870,LeftTroll|Before June 9|neutral
871,LeftTroll|Before June 9|neutral
872,LeftTroll|Before June 9|neutral
873,LeftTroll|Before June 9|neutral
874,LeftTroll|Before June 9|neutral
875,LeftTroll|Before June 9|positive
876,LeftTroll|Before June 9|positive
877,LeftTroll|Before June 9|neutral
878,LeftTroll|Before June 9|positive
879,LeftTroll|Before June 9|positive
880,LeftTroll|Before June 9|negative
881,LeftTroll|Before June 9|neutral
882,LeftTroll|Before June 9|neutral
883,LeftTroll|Before June 9|neutral
884,LeftTroll|Before June 9|neutral
885,LeftTroll|Before June 9|neutral
886,LeftTroll|Before June 9|neutral
887,LeftTroll|Before June 9|negative
888,LeftTroll|Before June 9|positive
889,LeftTroll|Before June 9|neutral
890,LeftTroll|Before June 9|positive
891,LeftTroll|Before June 9|positive
892,LeftTroll|Before June 9|neutral
893,LeftTroll|Before June 9|positive
894,LeftTroll|Before June 9|neutral
895,LeftTroll|Before June 9|neutral
896,LeftTroll|Before June 9|neutral
897,LeftTroll|Before June 9|neutral
898,LeftTroll|Before June 9|negative
899,LeftTroll|Before June 9|negative
900,LeftTroll|Before June 9|neutral
901,LeftTroll|Before June 9|positive
902,LeftTroll|Before June 9|positive
903,LeftTroll|Before June 9|positive
904,LeftTroll|Before June 9|positive
905,LeftTroll|Before June 9|negative
906,LeftTroll|Before June 9|neutral
907,LeftTroll|Before June 9|negative
908,LeftTroll|Before June 9|neutral
909,LeftTroll|Before June 9|neutral
910,LeftTroll|Before June 9|negative
911,LeftTroll|Before June 9|neutral
912,LeftTroll|Before June 9|neutral
913,LeftTroll|Before June 9|neutral
914,LeftTroll|Before June 9|positive
915,LeftTroll|Before June 9|negative
916,LeftTroll|Before June 9|neutral
917,LeftTroll|Before June 9|neutral
918,LeftTroll|Before June 9|positive
919,LeftTroll|Before June 9|negative
920,LeftTroll|Before June 9|positive
921,LeftTroll|Before June 9|negative
922,LeftTroll|Before June 9|neutral
923,LeftTroll|Before June 9|neutral
924,LeftTroll|Before June 9|neutral
925,LeftTroll|Before June 9|positive
926,LeftTroll|Before June 9|neutral
927,LeftTroll|Before June 9|neutral
928,LeftTroll|Before June 9|positive
929,LeftTroll|Before June 9|neutral
930,LeftTroll|Before June 9|neutral
931,LeftTroll|Before June 9|neutral
932,LeftTroll|Before June 9|negative
933,LeftTroll|Before June 9|neutral
934,LeftTroll|Before June 9|neutral
935,LeftTroll|Before June 9|neutral
936,LeftTroll|Before June 9|neutral
937,LeftTroll|Before June 9|negative
938,LeftTroll|Before June 9|neutral
939,LeftTroll|Before June 9|positive
940,LeftTroll|Before June 9|positive
941,LeftTroll|Before June 9|neutral
942,LeftTroll|Before June 9|negative
943,LeftTroll|Before June 9|neutral
944,LeftTroll|Before June 9|neutral
945,LeftTroll|Before June 9|neutral
946,LeftTroll|Before June 9|neutral
947,LeftTroll|Before June 9|negative
948,LeftTroll|Before June 9|negative
949,LeftTroll|Before June 9|neutral
950,LeftTroll|Before June 9|positive
951,LeftTroll|Before June 9|neutral
952,LeftTroll|Before June 9|positive
953,LeftTroll|Before June 9|positive
954,LeftTroll|Before June 9|positive
955,LeftTroll|Before June 9|positive
956,LeftTroll|Before June 9|neutral
957,LeftTroll|Before June 9|positive
958,LeftTroll|Before June 9|neutral
959,LeftTroll|Before June 9|positive
960,LeftTroll|Before June 9|neutral
961,LeftTroll|On or After June 9|neutral
962,LeftTroll|On or After June 9|positive
963,LeftTroll|On or After June 9|positive
964,LeftTroll|On or After June 9|negative
965,LeftTroll|On or After June 9|positive
966,LeftTroll|On or After June 9|negative
967,LeftTroll|On or After June 9|neutral
968,LeftTroll|On or After June 9|positive
969,LeftTroll|On or After June 9|neutral
970,LeftTroll|On or After June 9|positive
971,LeftTroll|On or After June 9|positive
972,LeftTroll|On or After June 9|positive
973,LeftTroll|On or After June 9|neutral
974,LeftTroll|On or After June 9|neutral
975,LeftTroll|On or After June 9|negative
976,LeftTroll|On or After June 9|neutral
977,LeftTroll|On or After June 9|neutral
978,LeftTroll|On or After June 9|positive
979,LeftTroll|On or After June 9|neutral
980,LeftTroll|On or After June 9|neutral
981,LeftTroll|On or After June 9|neutral
982,LeftTroll|On or After June 9|positive
983,LeftTroll|On or After June 9|neutral
984,LeftTroll|On or After June 9|neutral
985,LeftTroll|On or After June 9|neutral
986,LeftTroll|On or After June 9|neutral
987,LeftTroll|On or After June 9|neutral
988,LeftTroll|On or After June 9|neutral
989,LeftTroll|On or After June 9|neutral
990,LeftTroll|On or After June 9|neutral
991,LeftTroll|On or After June 9|neutral
992,LeftTroll|On or After June 9|neutral
993,LeftTroll|On or After June 9|negative
994,LeftTroll|On or After June 9|positive
995,LeftTroll|On or After June 9|positive
996,LeftTroll|On or After June 9|neutral
997,LeftTroll|On or After June 9|neutral
998,LeftTroll|On or After June 9|neutral
999,LeftTroll|On or After June 9|positive
1000,LeftTroll|On or After June 9|negative
1001,LeftTroll|On or After June 9|neutral
1002,LeftTroll|On or After June 9|positive
1003,LeftTroll|On or After June 9|neutral
1004,LeftTroll|On or After June 9|positive
1005,LeftTroll|On or After June 9|neutral
1006,LeftTroll|On or After June 9|negative
1007,LeftTroll|On or After June 9|neutral
1008,LeftTroll|On or After June 9|positive
1009,LeftTroll|On or After June 9|positive
1010,LeftTroll|On or After June 9|neutral
1011,LeftTroll|On or After June 9|positive
1012,LeftTroll|On or After June 9|neutral
1013,LeftTroll|On or After June 9|positive
1014,LeftTroll|On or After June 9|negative
1015,LeftTroll|On or After June 9|negative
1016,LeftTroll|On or After June 9|neutral
1017,LeftTroll|On or After June 9|positive
1018,LeftTroll|On or After June 9|positive
1019,LeftTroll|On or After June 9|positive
1020,LeftTroll|On or After June 9|neutral
1021,LeftTroll|On or After June 9|neutral
1022,LeftTroll|On or After June 9|negative
1023,LeftTroll|On or After June 9|neutral
1024,LeftTroll|On or After June 9|neutral
1025,LeftTroll|On or After June 9|neutral
1026,LeftTroll|On or After June 9|positive
1027,LeftTroll|On or After June 9|positive
1028,LeftTroll|On or After June 9|neutral
1029,LeftTroll|On or After June 9|positive
1030,LeftTroll|On or After June 9|positive
1031,LeftTroll|On or After June 9|neutral
1032,LeftTroll|On or After June 9|neutral
1033,LeftTroll|On or After June 9|positive
1034,LeftTroll|On or After June 9|neutral
1035,LeftTroll|On or After June 9|positive
1036,LeftTroll|On or After June 9|negative
1037,LeftTroll|On or After June 9|neutral
1038,LeftTroll|On or After June 9|neutral
1039,LeftTroll|On or After June 9|neutral
1040,LeftTroll|On or After June 9|positive
1041,LeftTroll|On or After June 9|negative
1042,LeftTroll|On or After June 9|neutral
1043,LeftTroll|On or After June 9|neutral
1044,LeftTroll|On or After June 9|neutral
1045,LeftTroll|On or After June 9|neutral
1046,LeftTroll|On or After June 9|negative
1047,LeftTroll|On or After June 9|positive
1048,LeftTroll|On or After June 9|neutral
1049,LeftTroll|On or After June 9|positive
1050,LeftTroll|On or After June 9|positive
1051,LeftTroll|On or After June 9|negative
1052,LeftTroll|On or After June 9|positive
1053,LeftTroll|On or After June 9|neutral
1054,LeftTroll|On or After June 9|negative
1055,LeftTroll|On or After June 9|neutral
1056,LeftTroll|On or After June 9|positive
1057,LeftTroll|On or After June 9|positive
1058,LeftTroll|On or After June 9|neutral
1059,LeftTroll|On or After June 9|neutral
1060,LeftTroll|Before June 9|positive
1061,LeftTroll|Before June 9|neutral
1062,LeftTroll|Before June 9|neutral
1063,LeftTroll|Before June 9|positive
1064,LeftTroll|Before June 9|neutral
1065,LeftTroll|Before June 9|neutral
1066,LeftTroll|Before June 9|positive
1067,LeftTroll|Before June 9|negative
1068,LeftTroll|Before June 9|neutral
1069,LeftTroll|Before June 9|neutral
1070,LeftTroll|Before June 9|neutral
1071,LeftTroll|Before June 9|neutral
1072,LeftTroll|Before June 9|neutral
1073,LeftTroll|Before June 9|negative
1074,LeftTroll|Before June 9|negative
1075,LeftTroll|Before June 9|positive
1076,LeftTroll|Before June 9|positive
1077,LeftTroll|Before June 9|neutral
1078,LeftTroll|Before June 9|positive
1079,LeftTroll|Before June 9|neutral
1080,LeftTroll|Before June 9|neutral
1081,LeftTroll|Before June 9|neutral
1082,LeftTroll|Before June 9|neutral
1083,LeftTroll|Before June 9|neutral
1084,LeftTroll|Before June 9|neutral
1085,LeftTroll|Before June 9|neutral
1086,LeftTroll|Before June 9|neutral
1087,LeftTroll|Before June 9|neutral
1088,LeftTroll|Before June 9|neutral
1089,LeftTroll|Before June 9|negative
1090,LeftTroll|Before June 9|negative
1091,LeftTroll|Before June 9|neutral
1092,LeftTroll|Before June 9|negative
1093,LeftTroll|Before June 9|neutral
1094,LeftTroll|Before June 9|neutral
1095,LeftTroll|Before June 9|positive
1096,LeftTroll|Before June 9|neutral
1097,LeftTroll|Before June 9|neutral
1098,LeftTroll|Before June 9|neutral
1099,LeftTroll|Before June 9|neutral
1100,LeftTroll|Before June 9|neutral
1101,LeftTroll|Before June 9|neutral
1102,LeftTroll|Before June 9|neutral
1103,LeftTroll|Before June 9|neutral
1104,LeftTroll|On or After June 9|neutral
1105,LeftTroll|On or After June 9|neutral
1106,LeftTroll|On or After June 9|neutral
1107,LeftTroll|On or After June 9|negative
1108,LeftTroll|On or After June 9|neutral
1109,LeftTroll|On or After June 9|positive
1110,LeftTroll|On or After June 9|neutral
1111,LeftTroll|On or After June 9|positive
1112,LeftTroll|On or After June 9|negative
1113,LeftTroll|On or After June 9|positive
1114,LeftTroll|On or After June 9|negative
1115,LeftTroll|On or After June 9|positive
1116,LeftTroll|On or After June 9|positive
1117,LeftTroll|On or After June 9|positive
1118,LeftTroll|On or After June 9|negative
1119,LeftTroll|On or After June 9|neutral
1120,LeftTroll|On or After June 9|positive
1121,LeftTroll|On or After June 9|positive
1122,LeftTroll|On or After June 9|positive
1123,LeftTroll|On or After June 9|neutral
1124,LeftTroll|On or After June 9|neutral
1125,LeftTroll|On or After June 9|negative
1126,LeftTroll|On or After June 9|positive
1127,LeftTroll|On or After June 9|negative
1128,LeftTroll|On or After June 9|neutral
1129,LeftTroll|On or After June 9|negative
1130,LeftTroll|On or After June 9|positive
1131,LeftTroll|Before June 9|neutral
1132,LeftTroll|Before June 9|positive
1133,LeftTroll|Before June 9|neutral
1134,LeftTroll|Before June 9|neutral
1135,LeftTroll|Before June 9|positive
1136,LeftTroll|Before June 9|positive
1137,LeftTroll|Before June 9|positive
1138,LeftTroll|Before June 9|neutral
1139,LeftTroll|Before June 9|positive
1140,LeftTroll|Before June 9|positive
1141,LeftTroll|Before June 9|neutral
1142,LeftTroll|Before June 9|neutral
1143,LeftTroll|Before June 9|neutral
1144,LeftTroll|Before June 9|positive
1145,LeftTroll|Before June 9|positive
1146,LeftTroll|Before June 9|negative
1147,LeftTroll|Before June 9|positive
1148,LeftTroll|Before June 9|positive
1149,LeftTroll|Before June 9|neutral
1150,LeftTroll|Before June 9|neutral
1151,LeftTroll|Before June 9|neutral
1152,LeftTroll|Before June 9|positive
1153,LeftTroll|Before June 9|neutral
1154,LeftTroll|Before June 9|positive
1155,LeftTroll|Before June 9|neutral
1156,LeftTroll|Before June 9|neutral
1157,LeftTroll|Before June 9|negative
1158,LeftTroll|Before June 9|positive
1159,LeftTroll|Before June 9|negative
1160,LeftTroll|Before June 9|neutral
1161,LeftTroll|Before June 9|positive
1162,LeftTroll|Before June 9|negative
1163,LeftTroll|Before June 9|neutral
1164,LeftTroll|Before June 9|neutral
1165,LeftTroll|Before June 9|neutral
1166,LeftTroll|Before June 9|positive
